text,label
"Polyhydramnios symptoms result from pressure being exerted within the uterus and on nearby organs. Mild polyhydramnios may cause few — if any — signs or symptoms. Severe polyhydramnios may cause:  Shortness of breath or the inability to breathe Swelling in the lower extremities and abdominal wall Uterine discomfort or contractions Fetal malposition, such as breech presentation  Your health care provider may also suspect polyhydramnios if your uterus is excessively enlarged and he or she has trouble feeling the baby.",773
"muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts",27
"headache,chest_pain,dizziness,loss_of_balance,lack_of_concentration",501
"constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus",297
"I have been having back pain, a cough, and weakness in my muscles. My neck is sore and I have been dizzy and unsteady.",186
"chills,vomiting,high_fever,sweating,headache,nausea,diarrhoea,muscle_pain",596
"breathlessness,sweating,chest_pain",447
"vomiting,indigestion,loss_of_appetite,abdominal_pain,passage_of_gases,internal_itching",735
"fatigue,yellowish_skin,nausea,loss_of_appetite,family_history",466
I have these cramps in my calves that are really painful. They come on suddenly and last for several minutes. They're making it hard for me to walk and do my daily activities.,1047
"Early indications of mixed connective tissue disease can include:  General feeling of being unwell. This can include increased fatigue and a mild fever. Cold and numb fingers or toes (Raynaud's phenomenon). In response to cold or stress, your fingers or toes might turn white and then purplish blue. After warming, the fingers or toes turn red. Swollen fingers or hands. Some people have swelling of the fingers. Muscle and joint pain. Joints can become inflamed, swollen and deformed, similar to what occurs with rheumatoid arthritis. Rash. Red or reddish brown patches can appear over the knuckles. ",640
"itching,fatigue,lethargy,yellowish_skin,dark_urine,loss_of_appetite,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections",465
"burning_micturition,bladder_discomfort,foul_smell_of_urine,continuous_feel_of_urine",1035
"joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking",700
"headache,chest_pain,loss_of_balance,lack_of_concentration",501
"continuous_sneezing,shivering,watering_from_eyes",35
"skin_rash,pus_filled_pimples,blackheads,scurring",7
"itching,skin_rash,stomach_pain,burning_micturition,spotting__urination",308
I have rashes on my skin that are itchy and I have a fever. I don't know what's causing it.,193
"vomiting,fatigue,anxiety,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations",504
"joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,mild_fever,yellowing_of_eyes,muscle_pain",464
"chills,fatigue,cough,breathlessness,sweating,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum",766
"chills,vomiting,fatigue,weight_loss,cough,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum",1019
"chills,vomiting,fatigue,weight_loss,cough,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum",1019
"itching,vomiting,yellowish_skin,loss_of_appetite,abdominal_pain,yellowing_of_eyes",207
"joint_pain,vomiting,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain",464
Signs and symptoms of ureteral cancer include:  Blood in urine Back pain Pain when urinating Losing weight without trying Fatigue ,1032
I have a lot of sneezing and a sore throat. My lips and the area around my eyes sometimes swell up. I can't stop sneezing once I start.,35
"           Bone spurs on spine       Open pop-up dialog box          Close    Bone spurs on spine   Bone spurs on spine In osteoarthritis of the spine, disks narrow and bone spurs form.               Bone spurs on spine       Open pop-up dialog box           Bone spurs on spine       Open pop-up dialog box  Open pop-up dialog box       Close    Bone spurs on spine   Bone spurs on spine In osteoarthritis of the spine, disks narrow and bone spurs form.          Close    Bone spurs on spine   Bone spurs on spine In osteoarthritis of the spine, disks narrow and bone spurs form.        Close    Bone spurs on spine   Bone spurs on spine In osteoarthritis of the spine, disks narrow and bone spurs form.     Close    Close  Close Bone spurs on spine   Bone spurs on spine In osteoarthritis of the spine, disks narrow and bone spurs form.  Bone spurs on spine In osteoarthritis of the spine, disks narrow and bone spurs form. In osteoarthritis of the spine, disks narrow and bone spurs form.            Osteoarthritis of the hip       Open pop-up dialog box          Close    Osteoarthritis of the hip   Osteoarthritis of the hip The hip joint shown on the left side of the image is normal, but the hip joint shown on the right side of the image shows deterioration of cartilage and the formation of bone spurs due to osteoarthritis.               Osteoarthritis of the hip       Open pop-up dialog box           Osteoarthritis of the hip       Open pop-up dialog box  Open pop-up dialog box       Close    Osteoarthritis of the hip   Osteoarthritis of the hip The hip joint shown on the left side of the image is normal, but the hip joint shown on the right side of the image shows deterioration of cartilage and the formation of bone spurs due to osteoarthritis.          Close    Osteoarthritis of the hip   Osteoarthritis of the hip The hip joint shown on the left side of the image is normal, but the hip joint shown on the right side of the image shows deterioration of cartilage and the formation of bone spurs due to osteoarthritis.        Close    Osteoarthritis of the hip   Osteoarthritis of the hip The hip joint shown on the left side of the image is normal, but the hip joint shown on the right side of the image shows deterioration of cartilage and the formation of bone spurs due to osteoarthritis.     Close    Close  Close Osteoarthritis of the hip   Osteoarthritis of the hip The hip joint shown on the left side of the image is normal, but the hip joint shown on the right side of the image shows deterioration of cartilage and the formation of bone spurs due to osteoarthritis.  Osteoarthritis of the hip The hip joint shown on the left side of the image is normal, but the hip joint shown on the right side of the image shows deterioration of cartilage and the formation of bone spurs due to osteoarthritis. The hip joint shown on the left side of the image is normal, but the hip joint shown on the right side of the image shows deterioration of cartilage and the formation of bone spurs due to osteoarthritis. Osteoarthritis symptoms often develop slowly and worsen over time. Signs and symptoms of osteoarthritis include:  Pain. Affected joints might hurt during or after movement. Stiffness. Joint stiffness might be most noticeable upon awakening or after being inactive. Tenderness. Your joint might feel tender when you apply light pressure to or near it. Loss of flexibility. You might not be able to move your joint through its full range of motion. Grating sensation. You might feel a grating sensation when you use the joint, and you might hear popping or crackling. Bone spurs. These extra bits of bone, which feel like hard lumps, can form around the affected joint. Swelling. This might be caused by soft tissue inflammation around the joint. ",701
"Type 2 diabetes in children may develop so gradually that there are no noticeable symptoms. Sometimes, the disorder is diagnosed during a routine check-up. Some children might experience these signs and symptoms as a result of too much sugar in their bloodstreams:  Increased thirst Frequent urination Increased hunger Fatigue Blurry vision Darkened areas of skin, most often around the neck or in the armpits and groin Unintended weight loss, although this is less common in children with type 2 diabetes than in children with type 1 diabetes Frequent infections ",1025
"acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances",630
"chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,diarrhoea,belly_pain",1026
"fatigue,cramps,bruising,obesity,swollen_blood_vessels,prominent_veins_on_calf",1047
"skin_rash,pus_filled_pimples,blackheads",7
"stomach_pain,acidity,ulcers_on_tongue,vomiting,chest_pain",412
"I have been feeling really sick lately. I have been vomiting, I am tired all the time, and I have lost a lot of weight. My skin has turned yellow, and my urine is dark. I have also been having abdominal pain.",541
"chills,vomiting,fatigue,weight_loss,cough,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum",1019
"Signs of transposition of the great arteries may be detected during certain routine screening tests done during pregnancy. However, some people with congenitally corrected transposition of the great arteries may not have symptoms for many years. Signs and symptoms of transposition of the great arteries after birth include:  Blue color of the skin (cyanosis) Shortness of breath Weak pulse Lack of appetite Poor weight gain  A blue skin color may not be as noticeable in babies who are born with transposition of the great arteries and other congenital heart defects. This is because these other heart conditions — such as atrial septal defect, ventricular septal defect or patent ductus arteriosus — may allow some oxygen-rich blood to travel through the body. But as the baby becomes more active, the congenital heart defects won't allow enough blood through and eventually the blue skin color will become obvious.",1006
"Symptoms include uncontrolled spasms in your diaphragm and a ""hic"" sound. Sometimes you may feel a slight tightening sensation in your chest, stomach area or throat.",473
I have been having a problem with my pee. It smells funny and sometimes it is red or black. I also have been having trouble sleeping because my body temperature keeps changing.,1035
"muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts",27
I have a high fever and a severe headache. My body aches and I feel chills every night. I also have a pain behind my eyes.,275
"back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance",186
"joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain",464
"fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history",466
"patches_in_throat,high_fever,extra_marital_contacts",27
"acidity,ulcers_on_tongue,vomiting,cough,chest_pain",412
"itching,fatigue,lethargy,yellowish_skin,dark_urine,abdominal_pain,yellow_urine,yellowing_of_eyes,malaise,receiving_blood_transfusion,receiving_unsterile_injections",465
"chills,fatigue,cough,high_fever,breathlessness,malaise,phlegm,chest_pain,fast_heart_rate,rusty_sputum",766
"vomiting,fatigue,anxiety,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations",504
"fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum",149
"vomiting,breathlessness,sweating,chest_pain",447
"vomiting,fatigue,anxiety,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations",504
"I've been feeling really cold, and I'm so tired. I can't seem to shake this cough, and it hurts when I cough. My chest aches, and my heart is racing. The mucus I'm coughing up is a disgusting brownish color.",766
"fatigue,yellowish_skin,nausea,loss_of_appetite,yellowing_of_eyes,family_history",466
"itching,vomiting,fatigue,weight_loss,high_fever,yellowish_skin,dark_urine,abdominal_pain",541
"fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation",502
"chills,vomiting,fatigue,weight_loss,cough,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum",1019
"vomiting,yellowish_skin,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes",207
"skin_rash,pus_filled_pimples,scurring",7
"acidity,indigestion,headache,blurred_and_distorted_vision,excessive_hunger,stiff_neck,depression,irritability,visual_disturbances",630
"headache,chest_pain,dizziness,loss_of_balance,lack_of_concentration",501
"Most kids are fully toilet trained by age 5, but there's really no target date for developing complete bladder control. Between the ages of 5 and 7, bed-wetting remains a problem for some children. After 7 years of age, a small number of children still wet the bed.",103
"Many babies born with atrial septal defects have no signs or symptoms. Signs or symptoms can begin in adulthood. Atrial septal defect signs and symptoms can include:  Shortness of breath, especially when exercising Fatigue Swelling of legs, feet or belly (abdomen) Irregular heartbeats (arrhythmias) Sensation of a rapid, pounding heartbeat (palpitations) or skipped beats Whooshing sound that can be heard through a stethoscope (heart murmur) ",84
"I have been having back pain, a productive cough, and limb weakness. I also have balance and dizzy concerns, and my neck hurts.",186
"skin_rash,fatigue,lethargy,high_fever,headache,loss_of_appetite,mild_fever,swelled_lymph_nodes,malaise,red_spots_over_body",193
"stomach_pain,acidity,ulcers_on_tongue,cough,chest_pain",412
"I have to go to the bathroom a lot, but only a few drops of urine come out. I have severe stomach pains and an overwhelming urge to urinate.",1035
"fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf",1047
"back_pain,weakness_in_limbs,neck_pain,dizziness,loss_of_balance",186
"muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking",72
"vomiting,headache,weakness_of_one_body_side,altered_sensorium",718
"I often have a burning sensation in my throat, especially after eating. I also sometimes get a bitter or sour aftertaste that makes me feel sick.",403
"joint_pain,vomiting,fatigue,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes",467
I've been feeling really tired and sick. My throat is really sore and I've been coughing a lot. My nose is really stuffy and I have a lot of pressure in my sinuses. I feel really miserable and exhausted.,234
"vomiting,breathlessness,sweating,chest_pain",447
"joint_pain,vomiting,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,diarrhoea,mild_fever,yellowing_of_eyes,muscle_pain",464
"skin_rash,high_fever,blister,red_sore_around_nose",515
"A cold sore usually passes through several stages:  Tingling and itching. Many people feel itching, burning or tingling around the lips for a day or so before a small, hard, painful spot appears and blisters erupt. Blisters. Small fluid-filled blisters typically erupt along the border of your lips. Sometimes they appear around the nose or cheeks or inside the mouth. Oozing and crusting. The small blisters may merge and then burst, leaving shallow open sores that ooze and crust over.  Signs and symptoms vary, depending on whether this is your first outbreak or a recurrence. The first time you have a cold sore, symptoms may not start for up to 20 days after you were first exposed to the virus. The sores can last several days, and the blisters can take two to three weeks to heal completely. Recurrences typically appear at the same spot each time and tend to be less severe than the first outbreak. In a first-time outbreak, you also might experience:  Fever Painful gums Sore throat Headache Muscle aches Swollen lymph nodes  Children under 5 years old may have cold sores inside their mouths and the lesions are commonly mistaken for canker sores. Canker sores involve only the mucous membrane and aren't caused by the herpes simplex virus.",228
"itching,nodal_skin_eruptions,dischromic__patches",394
"stomach_pain,acidity,ulcers_on_tongue,vomiting,cough,chest_pain",412
"I'm feeling really sick. I have a fever, and I'm dizzy and nauseous. My head is pounding, and my heart is racing. I can't think straight, and everything seems fuzzy.",308
"skin_rash,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails",822
"fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum",149
"constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus",297
"constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool",297
"One of the most common signs of primary immunodeficiency is having infections that are more frequent, longer lasting or harder to treat than are the infections of someone with a typical immune system. You may also get infections that a person with a healthy immune system likely wouldn't get (opportunistic infections). Signs and symptoms differ depending on the type of primary immunodeficiency disorder, and they vary from person to person. Signs and symptoms of primary immunodeficiency can include:  Frequent and recurrent pneumonia, bronchitis, sinus infections, ear infections, meningitis or skin infections Inflammation and infection of internal organs Blood disorders, such as low platelet count or anemia Digestive problems, such as cramping, loss of appetite, nausea and diarrhea Delayed growth and development Autoimmune disorders, such as lupus, rheumatoid arthritis or type 1 diabetes ",807
"vomiting,sunken_eyes,diarrhoea",402
"Bile reflux can be difficult to distinguish from gastric acid reflux. The signs and symptoms are similar, and the two conditions may occur at the same time. Bile reflux signs and symptoms include:  Upper abdominal pain that may be severe Frequent heartburn — a burning sensation in your chest that sometimes spreads to your throat, along with a sour taste in your mouth Nausea Vomiting a greenish-yellow fluid (bile) Occasionally, a cough or hoarseness Unintended weight loss ",109
"I have heartburn and indigestion. I frequently vomit everything I eat, and it is hard for me to swallow since food gets caught in my throat. My upper abdomen is in discomfort.",403
"shivering,chills,watering_from_eyes",35
"fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf",1047
"joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding",468
"fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation",502
"chills,vomiting,fatigue,weight_loss,cough,high_fever,breathlessness,sweating,loss_of_appetite,mild_fever,yellowing_of_eyes,swelled_lymph_nodes,malaise,phlegm,chest_pain,blood_in_sputum",1019
"constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus",297
"skin_rash,blister,red_sore_around_nose,yellow_crust_ooze",515
"chills,vomiting,fatigue,high_fever,headache,nausea,constipation,abdominal_pain,toxic_look_(typhos),belly_pain",1026
"fatigue,cramps,bruising,obesity,swollen_legs,swollen_blood_vessels,prominent_veins_on_calf",1047
"headache,chest_pain,dizziness,loss_of_balance,lack_of_concentration",501
"muscle_wasting,patches_in_throat,high_fever,extra_marital_contacts",27
"continuous_sneezing,shivering,chills,watering_from_eyes",35
"joint_pain,vomiting,fatigue,high_fever,yellowish_skin,dark_urine,nausea,loss_of_appetite,abdominal_pain,yellowing_of_eyes,acute_liver_failure,coma,stomach_bleeding",468
"skin_rash,high_fever,blister,red_sore_around_nose,yellow_crust_ooze",515
"continuous_sneezing,chills,fatigue,cough,headache,swelled_lymph_nodes,malaise,phlegm,throat_irritation,redness_of_eyes,sinus_pressure,runny_nose,congestion,chest_pain,loss_of_smell,muscle_pain",234
"vomiting,abdominal_pain,swelling_of_stomach,distention_of_abdomen,history_of_alcohol_consumption,fluid_overload",33
"skin_rash,joint_pain,skin_peeling,silver_like_dusting,small_dents_in_nails,inflammatory_nails",822
"I have a runny nose and sneeze a lot. My eyes are sore and watery, and I have a headache.",35
"fatigue,cough,high_fever,breathlessness,family_history,mucoid_sputum",149
"continuous_sneezing,shivering,chills,watering_from_eyes",35
"vomiting,sunken_eyes,dehydration,diarrhoea",402
"fatigue,weight_loss,lethargy,irregular_sugar_level,blurred_and_distorted_vision,obesity,excessive_hunger,increased_appetite,polyuria",285
"           Enlarged thyroid       Open pop-up dialog box          Close    Enlarged thyroid   Enlarged thyroid Widespread enlargement of the thyroid can expand the gland well beyond its typical size (left) and cause a noticeable bulge in the neck (right).               Enlarged thyroid       Open pop-up dialog box           Enlarged thyroid       Open pop-up dialog box  Open pop-up dialog box       Close    Enlarged thyroid   Enlarged thyroid Widespread enlargement of the thyroid can expand the gland well beyond its typical size (left) and cause a noticeable bulge in the neck (right).          Close    Enlarged thyroid   Enlarged thyroid Widespread enlargement of the thyroid can expand the gland well beyond its typical size (left) and cause a noticeable bulge in the neck (right).        Close    Enlarged thyroid   Enlarged thyroid Widespread enlargement of the thyroid can expand the gland well beyond its typical size (left) and cause a noticeable bulge in the neck (right).     Close    Close  Close Enlarged thyroid   Enlarged thyroid Widespread enlargement of the thyroid can expand the gland well beyond its typical size (left) and cause a noticeable bulge in the neck (right).  Enlarged thyroid Widespread enlargement of the thyroid can expand the gland well beyond its typical size (left) and cause a noticeable bulge in the neck (right). Widespread enlargement of the thyroid can expand the gland well beyond its typical size (left) and cause a noticeable bulge in the neck (right). Common signs and symptoms of Graves' disease include:  Anxiety and irritability A fine tremor of the hands or fingers Heat sensitivity and an increase in perspiration or warm, moist skin Weight loss, despite normal eating habits Enlargement of the thyroid gland (goiter) Change in menstrual cycles Erectile dysfunction or reduced libido Frequent bowel movements Bulging eyes (Graves' ophthalmopathy) Fatigue Thick, red skin usually on the shins or tops of the feet (Graves' dermopathy) Rapid or irregular heartbeat (palpitations) Sleep disturbance  Graves' ophthalmopathy            Graves' ophthalmopathy       Open pop-up dialog box          Close    Graves' ophthalmopathy   Graves' ophthalmopathy Graves' ophthalmopathy signs and symptoms include bulging eyes, redness and retracting eyelids.               Graves' ophthalmopathy       Open pop-up dialog box           Graves' ophthalmopathy       Open pop-up dialog box  Open pop-up dialog box       Close    Graves' ophthalmopathy   Graves' ophthalmopathy Graves' ophthalmopathy signs and symptoms include bulging eyes, redness and retracting eyelids.          Close    Graves' ophthalmopathy   Graves' ophthalmopathy Graves' ophthalmopathy signs and symptoms include bulging eyes, redness and retracting eyelids.        Close    Graves' ophthalmopathy   Graves' ophthalmopathy Graves' ophthalmopathy signs and symptoms include bulging eyes, redness and retracting eyelids.     Close    Close  Close Graves' ophthalmopathy   Graves' ophthalmopathy Graves' ophthalmopathy signs and symptoms include bulging eyes, redness and retracting eyelids.  Graves' ophthalmopathy Graves' ophthalmopathy signs and symptoms include bulging eyes, redness and retracting eyelids. Graves' ophthalmopathy signs and symptoms include bulging eyes, redness and retracting eyelids. About 30% of people with Graves' disease show some signs and symptoms of Graves' ophthalmopathy. In Graves' ophthalmopathy, inflammation and other immune system events affect muscles and other tissues around your eyes. Signs and symptoms may include:  Bulging eyes Gritty sensation in the eyes Pressure or pain in the eyes Puffy or retracted eyelids Reddened or inflamed eyes Light sensitivity Double vision Vision loss  Graves' dermopathy            Graves' dermopathy       Open pop-up dialog box          Close    Graves' dermopathy   Graves' dermopathy Rarely, people who have Graves' disease develop a reddish thickening of the skin that resembles the texture of an orange peel (Graves' dermopathy). This results from a buildup of protein in the skin. It often occurs on the shins and on the tops of the feet.               Graves' dermopathy       Open pop-up dialog box           Graves' dermopathy       Open pop-up dialog box  Open pop-up dialog box       Close    Graves' dermopathy   Graves' dermopathy Rarely, people who have Graves' disease develop a reddish thickening of the skin that resembles the texture of an orange peel (Graves' dermopathy). This results from a buildup of protein in the skin. It often occurs on the shins and on the tops of the feet.          Close    Graves' dermopathy   Graves' dermopathy Rarely, people who have Graves' disease develop a reddish thickening of the skin that resembles the texture of an orange peel (Graves' dermopathy). This results from a buildup of protein in the skin. It often occurs on the shins and on the tops of the feet.        Close    Graves' dermopathy   Graves' dermopathy Rarely, people who have Graves' disease develop a reddish thickening of the skin that resembles the texture of an orange peel (Graves' dermopathy). This results from a buildup of protein in the skin. It often occurs on the shins and on the tops of the feet.     Close    Close  Close Graves' dermopathy   Graves' dermopathy Rarely, people who have Graves' disease develop a reddish thickening of the skin that resembles the texture of an orange peel (Graves' dermopathy). This results from a buildup of protein in the skin. It often occurs on the shins and on the tops of the feet.  Graves' dermopathy Rarely, people who have Graves' disease develop a reddish thickening of the skin that resembles the texture of an orange peel (Graves' dermopathy). This results from a buildup of protein in the skin. It often occurs on the shins and on the tops of the feet. Rarely, people who have Graves' disease develop a reddish thickening of the skin that resembles the texture of an orange peel (Graves' dermopathy). This results from a buildup of protein in the skin. It often occurs on the shins and on the tops of the feet. An uncommon manifestation of Graves' disease, called Graves' dermopathy, is the reddening and thickening of the skin, most often on your shins or the tops of your feet.",428
I have a lot of acid reflux and it makes me feel sick to my stomach. I also have a lot of stomach pain.,403
"Symptoms usually come and go, and may include:  Skin lesions. Most people with cryoglobulinemia develop purplish skin lesions on their legs. In some people, leg ulcers also occur. Joint pain. Symptoms resembling rheumatoid arthritis are common in cryoglobulinemia. Peripheral neuropathy. Cryoglobulinemia can damage the nerves at the tips of your fingers and toes, causing numbness and other problems.  Causes Cryoglobulinemia has been associated with:  Infections. Hepatitis C is the most common infection associated with cryoglobulinemia. Others include hepatitis B, HIV, Epstein-Barr, toxoplasmosis and malaria. Certain cancers. Some cancers of the blood, such as multiple myeloma, Waldenstrom macroglobulinemia and chronic lymphocytic leukemia, can sometimes cause cryoglobulinemia. Autoimmune disorders. Disease such as lupus, rheumatoid arthritis and Sjogren's syndrome increase the risk of developing cryoglobulinemia.  Risk factors Risk factors of cryoglobulinemia may include:  Your sex. Cryoglobulinemia occurs more frequently in women than in men. Age. Symptoms of cryoglobulinemia usually begin in middle age. Other diseases. Cryoglobulinemia is associated with diseases such as hepatitis C, HIV, multiple myeloma, Waldenstrom macroglobulinemia, lupus and Sjogren's syndrome.                   By Mayo Clinic Staff By Mayo Clinic Staff  Cryoglobulinemia care at Mayo Clinic ",258
"itching,skin_rash,stomach_pain,burning_micturition,spotting__urination",308
"fatigue,yellowish_skin,nausea,loss_of_appetite,family_history",466
"Some people naturally sweat more or less than other people. Body odor also can vary from person to person. See a doctor if:  You suddenly begin to sweat much more or less than usual Sweating disrupts your daily routine You experience night sweats for no apparent reason You notice a change in your body odor  Causes Sweating and body odor are caused by sweat glands in your body. The two main types of sweat glands are eccrine glands and apocrine glands. Eccrine glands occur over most of your body and open directly onto the surface of the skin. When your body temperature rises, these glands release fluids that cool your body as they evaporate. Apocrine glands are found in areas where you have hair, such as your armpits and groin. These glands release a milky fluid when you're stressed. This fluid is odorless until it combines with bacteria on your skin.                  By Mayo Clinic Staff By Mayo Clinic Staff Request an appointment Request an appointment   Diagnosis & treatment Diagnosis & treatment Diagnosis & treatment       Oct. 27, 2021   Print Print  Share on: FacebookTwitter Facebook Twitter Show references Goldsmith LA, et al., eds. Biology of eccrine and apocrine glands. In: Fitzpatrick's Dermatology in General Medicine. 8th ed. New York, N.Y.: The McGraw-Hill Companies; 2012. http://www.accessmedicine.com. Accessed July 6, 2016. Perspiration. Natural Medicines. https://naturalmedicines.therapeuticresearch.com/. Accessed July 7, 2016. Kanlayavattanakul M, et al. Body malodours and their topical treatment agents. International Journal of Cosmetic Science. 2011;33:298. Shirasu M, et al. The scent of disease: Volatile organic compounds of the human body related to disease and disorder. Journal of Biochemistry. 2011;150:257. Hyperhidrosis. American Osteopathic College of Dermatology. http://aocd.site-ym.com/?page=Hyperhidrosis. Accessed July 6, 2016. Smith CC, et al. Primary focal hyperhidrosis. http://www.uptodate.com/home. Accessed July 6, 2016.  Show references  Goldsmith LA, et al., eds. Biology of eccrine and apocrine glands. In: Fitzpatrick's Dermatology in General Medicine. 8th ed. New York, N.Y.: The McGraw-Hill Companies; 2012. http://www.accessmedicine.com. Accessed July 6, 2016. Perspiration. Natural Medicines. https://naturalmedicines.therapeuticresearch.com/. Accessed July 7, 2016. Kanlayavattanakul M, et al. Body malodours and their topical treatment agents. International Journal of Cosmetic Science. 2011;33:298. Shirasu M, et al. The scent of disease: Volatile organic compounds of the human body related to disease and disorder. Journal of Biochemistry. 2011;150:257. Hyperhidrosis. American Osteopathic College of Dermatology. http://aocd.site-ym.com/?page=Hyperhidrosis. Accessed July 6, 2016. Smith CC, et al. Primary focal hyperhidrosis. http://www.uptodate.com/home. Accessed July 6, 2016.   Goldsmith LA, et al., eds. Biology of eccrine and apocrine glands. In: Fitzpatrick's Dermatology in General Medicine. 8th ed. New York, N.Y.: The McGraw-Hill Companies; 2012. http://www.accessmedicine.com. Accessed July 6, 2016. Perspiration. Natural Medicines. https://naturalmedicines.therapeuticresearch.com/. Accessed July 7, 2016. Kanlayavattanakul M, et al. Body malodours and their topical treatment agents. International Journal of Cosmetic Science. 2011;33:298. Shirasu M, et al. The scent of disease: Volatile organic compounds of the human body related to disease and disorder. Journal of Biochemistry. 2011;150:257. Hyperhidrosis. American Osteopathic College of Dermatology. http://aocd.site-ym.com/?page=Hyperhidrosis. Accessed July 6, 2016. Smith CC, et al. Primary focal hyperhidrosis. http://www.uptodate.com/home. Accessed July 6, 2016.  Goldsmith LA, et al., eds. Biology of eccrine and apocrine glands. In: Fitzpatrick's Dermatology in General Medicine. 8th ed. New York, N.Y.: The McGraw-Hill Companies; 2012. http://www.accessmedicine.com. Accessed July 6, 2016. Perspiration. Natural Medicines. https://naturalmedicines.therapeuticresearch.com/. Accessed July 7, 2016. Kanlayavattanakul M, et al. Body malodours and their topical treatment agents. International Journal of Cosmetic Science. 2011;33:298. Shirasu M, et al. The scent of disease: Volatile organic compounds of the human body related to disease and disorder. Journal of Biochemistry. 2011;150:257. Hyperhidrosis. American Osteopathic College of Dermatology. http://aocd.site-ym.com/?page=Hyperhidrosis. Accessed July 6, 2016. Smith CC, et al. Primary focal hyperhidrosis. http://www.uptodate.com/home. Accessed July 6, 2016.  Related    Sweat test     Associated Procedures   Urinalysis     Products & Services   Book: Mayo Clinic Book of Home Remedies     Related    Sweat test      Sweat test  ",958
"If you're allergic to latex, you're likely to have symptoms after touching latex rubber products, such as gloves or balloons. You also can have symptoms if you breathe in latex particles that are released into the air when someone removes latex gloves. Latex allergy symptoms range from mild to severe. A reaction depends on how sensitive you are to latex and the amount of latex you touch or inhale. Your reaction can become worse with each additional latex exposure. Mild symptoms Mild latex allergy symptoms include:  Itching Skin redness Hives or rash  More-severe symptoms These include:  Sneezing Runny nose Itchy, watery eyes Scratchy throat Difficulty breathing Wheezing Cough  Life-threatening symptoms: Anaphylaxis The most serious allergic reaction to latex is anaphylaxis, which can be deadly. An anaphylactic (an-uh-fuh-LAK-tik) reaction develops immediately after latex exposure in highly sensitive people. However, it rarely happens the first time you're exposed. Symptoms of anaphylaxis include:  Difficulty breathing Hives or swelling Nausea and vomiting Wheezing Drop in blood pressure Dizziness Loss of consciousness Confusion Rapid or weak pulse ",565
